17:09:30:23:21:06.0::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.0736,-18.003
17:09:30:23:21:08.8::Keira Urthadar,P[511630054@25061114 Keira Urthadar@hamio#3638],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-9.11128,-9.10546
17:09:30:23:21:08.9::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.0736,-18.003
17:09:30:23:21:11.7::Keira Urthadar,P[511630054@25061114 Keira Urthadar@hamio#3638],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-9.11128,-9.10546
17:09:30:23:21:11.9::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.0736,-18.003
17:09:30:23:21:14.9::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.0736,-18.003
17:09:30:23:21:17.9::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.0736,-18.003
17:09:30:23:21:20.9::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.0736,-18.003
17:09:30:23:21:21.8::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Battle Wight,C[828766 Wight_Battlewight],Constricting Arrow,Pn.Tsj6qq1,Physical,,782.216,828.786
17:09:30:23:21:21.9::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Constricting Arrow,Pn.Tsj6qq1,Power,,-38.2244,0
17:09:30:23:21:23.6::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Battle Wight,C[828766 Wight_Battlewight],Aimed Shot,Pn.Oafrdx1,Physical,,1903.77,2017.12
17:09:30:23:21:23.7::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Aimed Shot,Pn.Oafrdx1,Power,,-30.5796,0
17:09:30:23:21:24.2::Harkken,P[511693318@23789296 Harkken@sshookman],Split the Sky,C[828867 Entity_Splitthesky],Battle Wight,C[828766 Wight_Battlewight],Split the Sky,Pn.Brlco6,Physical,,491.113,520.352
17:09:30:23:21:24.2::Harkken,P[511693318@23789296 Harkken@sshookman],Split the Sky,C[828867 Entity_Splitthesky],Battle Wight,C[828766 Wight_Battlewight],Split the Sky,Pn.Brlco6,Physical,,517.905,548.74
17:09:30:23:21:24.3::Harkken,P[511693318@23789296 Harkken@sshookman],Zarathustra,C[827761 Pet_Manatarms],Battle Wight,C[828766 Wight_Battlewight],Lunging Strike,Pn.Vh4y7t1,Physical,,1067.3,1257.73
17:09:30:23:21:25.3::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Battle Wight,C[828766 Wight_Battlewight],Aimed Shot,Pn.Oafrdx1,Physical,,2072.25,2195.62
17:09:30:23:21:25.4::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Aimed Shot,Pn.Oafrdx1,Power,,-30.5796,0
17:09:30:23:21:26.2::Harkken,P[511693318@23789296 Harkken@sshookman],Zarathustra,C[827761 Pet_Manatarms],Battle Wight,C[828766 Wight_Battlewight],Crushing Strike,Pn.F5xmzo,Physical,,318.418,375.23
17:09:30:23:21:26.2::Harkken,P[511693318@23789296 Harkken@sshookman],Split the Sky,C[828867 Entity_Splitthesky],Battle Wight,C[828766 Wight_Battlewight],Split the Sky,Pn.Brlco6,Physical,Kill,524.208,555.418
17:09:30:23:21:27.3::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Survivor's Gift,Pn.3tizq11,HitPoints,,-26.2413,-26.1388
17:09:30:23:21:28.3::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Survivor's Gift,Pn.3tizq11,HitPoints,,-26.2413,-26.1388
17:09:30:23:21:29.3::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Survivor's Gift,Pn.3tizq11,HitPoints,,-26.2413,-26.1388
17:09:30:23:21:29.6::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Electric Shot,Pn.Atk1ys1,Power,,-12.9731,0
17:09:30:23:21:29.9::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Battle Wight,C[828767 Wight_Battlewight],Electric Shot,Pn.Atk1ys1,Physical,,324.2,343.502
17:09:30:23:21:30.3::Harkken,P[511693318@23789296 Harkken@sshookman],Zarathustra,C[827761 Pet_Manatarms],Battle Wight,C[828767 Wight_Battlewight],Crushing Strike,Pn.F5xmzo,Physical,,316.389,372.839
17:09:30:23:21:30.3::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Survivor's Gift,Pn.3tizq11,HitPoints,,-26.2413,-26.1388
17:09:30:23:21:30.5::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Electric Shot,Pn.6e618t1,Power,,-12.9731,0
17:09:30:23:21:30.8::Keyleth Loreweaver,P[511680078@25230889 Keyleth Loreweaver@hbjhhhihih],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-473.247,-466.56
17:09:30:23:21:30.8::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Battle Wight,C[828767 Wight_Battlewight],Electric Shot,Pn.6e618t1,Physical,,360.735,382.212
17:09:30:23:21:31.5::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Electric Shot,Pn.2zr0it1,Power,,-18.5331,0
17:09:30:23:21:31.6::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Battle Wight,C[828767 Wight_Battlewight],Electric Shot,Pn.2zr0it1,Physical,,513.188,543.742
17:09:30:23:21:32.3::Battle Wight,C[828767 Wight_Battlewight],,*,Zarathustra,C[827761 Pet_Manatarms],Melee Attack,Pn.H4xn4d1,Physical,,523.483,844.536
17:09:30:23:21:33.4::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Aimed Shot,Pn.Oafrdx1,Power,,-30.5796,0
17:09:30:23:21:33.4::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Battle Wight,C[828767 Wight_Battlewight],Longshot,Pn.6hn0so1,Physical,,99.6806,0
17:09:30:23:21:33.4::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Battle Wight,C[828767 Wight_Battlewight],Aimed Shot,Pn.Oafrdx1,Physical,Critical,3855.19,0
17:09:30:23:21:33.7::Keyleth Loreweaver,P[511680078@25230889 Keyleth Loreweaver@hbjhhhihih],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-527.573,-520.118
17:09:30:23:21:34.1::Harkken,P[511693318@23789296 Harkken@sshookman],Zarathustra,C[827761 Pet_Manatarms],,*,Health Regen,Pn.O0d82i,HitPoints,,-39.3815,0
17:09:30:23:21:34.2::Harkken,P[511693318@23789296 Harkken@sshookman],Zarathustra,C[827761 Pet_Manatarms],Battle Wight,C[828767 Wight_Battlewight],Crushing Strike,Pn.F5xmzo,Physical,,322.063,379.525
17:09:30:23:21:34.4::Battle Wight,C[828767 Wight_Battlewight],,*,Zarathustra,C[827761 Pet_Manatarms],Melee Attack,Pn.Isw5zy,Physical,,264.913,427.384
17:09:30:23:21:35.2::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Battle Wight,C[828767 Wight_Battlewight],Aimed Shot,Pn.Oafrdx1,Physical,Kill,2018.36,2138.53
17:09:30:23:21:35.2::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Aimed Shot,Pn.Oafrdx1,Power,,-30.5796,0
17:09:30:23:21:35.5::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Survivor's Gift,Pn.3tizq11,HitPoints,,-26.2413,-26.1388
17:09:30:23:21:36.5::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Survivor's Gift,Pn.3tizq11,HitPoints,,-26.2413,-26.1388
17:09:30:23:21:37.2::Harkken,P[511693318@23789296 Harkken@sshookman],Zarathustra,C[827761 Pet_Manatarms],,*,Health Regen,Pn.O0d82i,HitPoints,,-56.3481,0
17:09:30:23:21:37.3::Harkken,P[511693318@23789296 Harkken@sshookman],Zarathustra,C[827761 Pet_Manatarms],,*,Regeneration,Pn.Rp77xv,HitPoints,,-485.485,0
17:09:30:23:21:37.6::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Survivor's Gift,Pn.3tizq11,HitPoints,,-26.2413,-26.1388
17:09:30:23:21:38.5::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Survivor's Gift,Pn.3tizq11,HitPoints,,-26.2413,-26.1388
17:09:30:23:21:38.9::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.0736,-18.003
17:09:30:23:21:39.4::Harkken,P[511693318@23789296 Harkken@sshookman],Zarathustra,C[827761 Pet_Manatarms],,*,Regeneration,Pn.Rp77xv,HitPoints,,-485.485,0
17:09:30:23:21:41.9::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.0736,-18.003
17:09:30:23:21:45.0::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.0736,-18.003
17:09:30:23:21:47.9::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.0736,-18.003
17:09:30:23:21:50.9::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.0736,-18.003
17:09:30:23:21:53.9::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.0736,-18.003
17:09:30:23:21:56.9::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.0736,-18.003
