17:09:28:22:53:38.0::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Aimed Shot,Pn.Oafrdx1,Power,,-28.8033,0
17:09:28:22:53:38.3::Hellfire Warlock,C[966 Ashmadai_Hellfire_Warlock],,*,Harkken,P[511693318@23789296 Harkken@sshookman],Hellfire,Pn.1p0iy1,Physical,,108.527,134.699
17:09:28:22:53:39.3::Hellfire Warlock,C[966 Ashmadai_Hellfire_Warlock],,*,Harkken,P[511693318@23789296 Harkken@sshookman],Hellfire,Pn.1p0iy1,Physical,,13.3766,18.1821
17:09:28:22:53:41.4::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.3622,-18.2807
17:09:28:22:53:44.4::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.3622,-18.2807
17:09:28:22:53:47.4::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.3622,-18.2807
17:09:28:22:53:49.6::Harkken,P[511693318@23789296 Harkken@sshookman],Split the Sky,C[1063 Entity_Splitthesky],Branded Zealot,C[960 Ashmadai_Branded_Zealot_Basic],Split the Sky,Pn.Brlco6,Physical,,439.597,482.288
17:09:28:22:53:49.6::Harkken,P[511693318@23789296 Harkken@sshookman],Split the Sky,C[1063 Entity_Splitthesky],Branded Zealot,C[959 Ashmadai_Branded_Zealot_Basic],Split the Sky,Pn.Brlco6,Physical,Critical,777.725,853.252
17:09:28:22:53:50.2::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Branded Zealot,C[959 Ashmadai_Branded_Zealot_Basic],Constricting Arrow,Pn.Tsj6qq1,Physical,Critical|Kill,1294.47,1420.18
17:09:28:22:53:50.3::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Constricting Arrow,Pn.Tsj6qq1,Power,,-36.0041,0
17:09:28:22:53:51.0::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Electric Shot,Pn.Atk1ys1,Power,,-12.2196,0
17:09:28:22:53:51.2::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Branded Zealot,C[960 Ashmadai_Branded_Zealot_Basic],Electric Shot,Pn.Atk1ys1,Physical,,295.828,324.557
17:09:28:22:53:51.2::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Hellfire Warlock,C[961 Ashmadai_Hellfire_Warlock],Electric Shot,Pn.Atk1ys1,Physical,,294.978,312.647
17:09:28:22:53:51.6::Harkken,P[511693318@23789296 Harkken@sshookman],Split the Sky,C[1063 Entity_Splitthesky],Branded Zealot,C[960 Ashmadai_Branded_Zealot_Basic],Split the Sky,Pn.Brlco6,Physical,,406.896,446.41
17:09:28:22:53:52.3::Hellfire Warlock,C[961 Ashmadai_Hellfire_Warlock],,*,Harkken,P[511693318@23789296 Harkken@sshookman],Hellfire,Pn.1p0iy1,Physical,,110.858,137.405
17:09:28:22:53:53.1::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Hellfire Warlock,C[961 Ashmadai_Hellfire_Warlock],Aimed Shot,Pn.Oafrdx1,Physical,Kill,1585.34,1680.31
17:09:28:22:53:53.1::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Aimed Shot,Pn.Oafrdx1,Power,,-28.8033,0
17:09:28:22:53:53.4::Hellfire Warlock,C[961 Ashmadai_Hellfire_Warlock],,*,Harkken,P[511693318@23789296 Harkken@sshookman],Hellfire,Pn.1p0iy1,Physical,,13.3965,18.1821
17:09:28:22:53:53.7::Harkken,P[511693318@23789296 Harkken@sshookman],Split the Sky,C[1063 Entity_Splitthesky],Branded Zealot,C[960 Ashmadai_Branded_Zealot_Basic],Split the Sky,Pn.Brlco6,Physical,Kill,438.233,480.79
17:09:28:22:53:54.3::Hellfire Warlock,C[961 Ashmadai_Hellfire_Warlock],,*,Harkken,P[511693318@23789296 Harkken@sshookman],Hellfire,Pn.1p0iy1,Physical,,13.3965,18.1821
17:09:28:22:53:56.3::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.3622,-18.2807
17:09:28:22:53:59.4::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.3622,-18.2807
17:09:28:22:54:01.6::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Survivor's Gift,Pn.3tizq11,HitPoints,,-24.5798,-24.4708
17:09:28:22:54:02.3::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.3622,-18.2807
17:09:28:22:54:02.6::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Survivor's Gift,Pn.3tizq11,HitPoints,,-24.5798,-24.4708
17:09:28:22:54:03.7::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Survivor's Gift,Pn.3tizq11,HitPoints,,-24.5798,-24.4708
17:09:28:22:54:04.7::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Survivor's Gift,Pn.3tizq11,HitPoints,,-24.5798,-24.4708
17:09:28:22:54:05.4::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.3622,-18.2807
17:09:28:22:54:08.4::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.3622,-18.2807
17:09:28:22:54:10.1::Harkken,P[511693318@23789296 Harkken@sshookman],Split the Sky,C[1105 Entity_Splitthesky],Erinyes,C[981 Ashmadai_Erinyes],Split the Sky,Pn.Brlco6,Physical,,395.138,443.236
17:09:28:22:54:10.1::Harkken,P[511693318@23789296 Harkken@sshookman],Split the Sky,C[1105 Entity_Splitthesky],Hellfire Warlock,C[987 Ashmadai_Hellfire_Warlock],Split the Sky,Pn.Brlco6,Physical,,423.175,448.524
17:09:28:22:54:10.7::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Hellfire Warlock,C[983 Ashmadai_Hellfire_Warlock],Electric Shot,Pn.Atk1ys1,Physical,,276.504,293.067
17:09:28:22:54:10.7::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Electric Shot,Pn.Atk1ys1,Power,,-12.2196,0
17:09:28:22:54:10.7::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Hellfire Warlock,C[982 Ashmadai_Hellfire_Warlock],Electric Shot,Pn.Atk1ys1,Physical,,312.313,331.021
17:09:28:22:54:10.9::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Erinyes,C[981 Ashmadai_Erinyes],Electric Shot,Pn.Atk1ys1,Physical,Critical,520.629,584.003
17:09:28:22:54:12.2::Harkken,P[511693318@23789296 Harkken@sshookman],Split the Sky,C[1105 Entity_Splitthesky],Hellfire Warlock,C[983 Ashmadai_Hellfire_Warlock],Split the Sky,Pn.Brlco6,Physical,Critical|Kill,810.501,859.051
17:09:28:22:54:12.3::Branded Zealot,C[985 Ashmadai_Branded_Zealot_Basic],,*,Harkken,P[511693318@23789296 Harkken@sshookman],Branding Iron,Pn.R0wb0h1,Physical,,268.936,333.338
17:09:28:22:54:12.3::Erinyes,C[981 Ashmadai_Erinyes],,*,Harkken,P[511693318@23789296 Harkken@sshookman],Devestating Opportunist,Pn.2yodmk1,Physical,,276.64,342.887
17:09:28:22:54:12.4::Harkken,P[511693318@23789296 Harkken@sshookman],Graette,C[942 Pet_Waywardwizard],Hellfire Warlock,C[982 Ashmadai_Hellfire_Warlock],Chilling Cloud,Pn.Dvy0j41,Physical,,343.756,378.418
17:09:28:22:54:12.6::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Aimed Shot,Pn.Oafrdx1,Power,,-28.8033,0
17:09:28:22:54:12.6::Harkken,P[511693318@23789296 Harkken@sshookman],Graette,C[942 Pet_Waywardwizard],Erinyes,C[981 Ashmadai_Erinyes],Chilling Cloud,Pn.Dvy0j41,Physical,,324.957,379.444
17:09:28:22:54:12.6::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Erinyes,C[981 Ashmadai_Erinyes],Aimed Shot,Pn.Oafrdx1,Physical,Critical|Flank,2804.09,3145.42
17:09:28:22:54:12.8::Hellfire Warlock,C[983 Ashmadai_Hellfire_Warlock],,*,Harkken,P[511693318@23789296 Harkken@sshookman],Hellfire,Pn.1p0iy1,Physical,,109.417,136.17
17:09:28:22:54:12.8::Branded Zealot,C[986 Ashmadai_Branded_Zealot_Basic],,*,Harkken,P[511693318@23789296 Harkken@sshookman],Branding Iron,Pn.R0wb0h1,Physical,,267.847,333.338
17:09:28:22:54:12.9::Hellfire Warlock,C[987 Ashmadai_Hellfire_Warlock],,*,Harkken,P[511693318@23789296 Harkken@sshookman],Hellfire,Pn.1p0iy1,Physical,,112.238,139.681
17:09:28:22:54:13.0::Hellfire Warlock,C[982 Ashmadai_Hellfire_Warlock],,*,Harkken,P[511693318@23789296 Harkken@sshookman],Hellfire,Pn.1p0iy1,Physical,,105.847,131.728
17:09:28:22:54:13.6::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Survivor's Gift,Pn.3tizq11,HitPoints,,-24.5798,-24.4708
17:09:28:22:54:13.7::Hellfire Warlock,C[983 Ashmadai_Hellfire_Warlock],,*,Harkken,P[511693318@23789296 Harkken@sshookman],Hellfire,Pn.1p0iy1,Physical,,13.3371,18.1821
17:09:28:22:54:13.9::Hellfire Warlock,C[987 Ashmadai_Hellfire_Warlock],,*,Harkken,P[511693318@23789296 Harkken@sshookman],Hellfire,Pn.1p0iy1,Physical,,13.3371,18.1821
17:09:28:22:54:14.0::Hellfire Warlock,C[982 Ashmadai_Hellfire_Warlock],,*,Harkken,P[511693318@23789296 Harkken@sshookman],Hellfire,Pn.1p0iy1,Physical,,13.3371,18.1821
17:09:28:22:54:14.2::Harkken,P[511693318@23789296 Harkken@sshookman],Split the Sky,C[1105 Entity_Splitthesky],Hellfire Warlock,C[987 Ashmadai_Hellfire_Warlock],Split the Sky,Pn.Brlco6,Physical,,424.801,450.247
17:09:28:22:54:14.2::Harkken,P[511693318@23789296 Harkken@sshookman],Graette,C[942 Pet_Waywardwizard],Branded Zealot,C[986 Ashmadai_Branded_Zealot_Basic],Slow,Pn.Qs3r9w1,Physical,Flank,974.104,1111.48
17:09:28:22:54:14.2::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Constricting Arrow,Pn.Tsj6qq1,Power,,-36.0041,0
17:09:28:22:54:14.2::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Erinyes,C[981 Ashmadai_Erinyes],Constricting Arrow,Pn.Tsj6qq1,Physical,,577.826,648.162
17:09:28:22:54:14.3::Harkken,P[511693318@23789296 Harkken@sshookman],Graette,C[942 Pet_Waywardwizard],Erinyes,C[981 Ashmadai_Erinyes],Slow,Pn.Qs3r9w1,Physical,,743.262,867.889
17:09:28:22:54:14.4::Harkken,P[511693318@23789296 Harkken@sshookman],Graette,C[942 Pet_Waywardwizard],Hellfire Warlock,C[982 Ashmadai_Hellfire_Warlock],Slow,Pn.Qs3r9w1,Physical,Kill,788.818,868.358
17:09:28:22:54:14.4::Harkken,P[511693318@23789296 Harkken@sshookman],Graette,C[942 Pet_Waywardwizard],Branded Zealot,C[985 Ashmadai_Branded_Zealot_Basic],Slow,Pn.Qs3r9w1,Physical,Critical,1319.81,1505.95
17:09:28:22:54:14.4::Harkken,P[511693318@23789296 Harkken@sshookman],Graette,C[942 Pet_Waywardwizard],Branded Zealot,C[986 Ashmadai_Branded_Zealot_Basic],Chilling Cloud,Pn.Dvy0j41,Physical,Flank,322.631,368.132
17:09:28:22:54:14.5::Harkken,P[511693318@23789296 Harkken@sshookman],Graette,C[942 Pet_Waywardwizard],Branded Zealot,C[985 Ashmadai_Branded_Zealot_Basic],Chilling Cloud,Pn.Dvy0j41,Physical,Kill,337.358,384.935
17:09:28:22:54:14.6::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Survivor's Gift,Pn.3tizq11,HitPoints,,-24.5798,-24.4708
17:09:28:22:54:14.6::Harkken,P[511693318@23789296 Harkken@sshookman],Graette,C[942 Pet_Waywardwizard],Erinyes,C[981 Ashmadai_Erinyes],Chilling Cloud,Pn.Dvy0j41,Physical,Critical,455.655,532.058
17:09:28:22:54:14.8::Erinyes,C[981 Ashmadai_Erinyes],,*,Harkken,P[511693318@23789296 Harkken@sshookman],Melee Attack,Pn.Jmnd6g1,Physical,,161.603,201.386
17:09:28:22:54:14.8::Hellfire Warlock,C[983 Ashmadai_Hellfire_Warlock],,*,Harkken,P[511693318@23789296 Harkken@sshookman],Hellfire,Pn.1p0iy1,Physical,,13.3176,18.1821
17:09:28:22:54:15.0::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Branded Zealot,C[986 Ashmadai_Branded_Zealot_Basic],Marauder's Escape,Pn.61u44g,Physical,Flank|Kill,302.995,332.42
17:09:28:22:54:15.0::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Marauder's Escape,Pn.Fis94n1,Power,,-49.0965,0
17:09:28:22:54:15.6::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Survivor's Gift,Pn.3tizq11,HitPoints,,-24.5798,-24.4708
17:09:28:22:54:16.1::Harkken,P[511693318@23789296 Harkken@sshookman],Split the Sky,C[1105 Entity_Splitthesky],Hellfire Warlock,C[987 Ashmadai_Hellfire_Warlock],Split the Sky,Pn.Brlco6,Physical,Kill,431.254,457.087
17:09:28:22:54:16.6::Erinyes,C[981 Ashmadai_Erinyes],,*,,*,Bloody Spiral,Pn.Am93qq1,HitPoints,,-669.872,0
17:09:28:22:54:16.7::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Survivor's Gift,Pn.3tizq11,HitPoints,,-24.5798,-24.4708
17:09:28:22:54:16.8::Harkken,P[511693318@23789296 Harkken@sshookman],Graette,C[942 Pet_Waywardwizard],Erinyes,C[981 Ashmadai_Erinyes],Chilling Cloud,Pn.Dvy0j41,Physical,,322.928,377.075
17:09:28:22:54:17.2::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Electric Shot,Pn.Atk1ys1,Power,,-12.2196,0
17:09:28:22:54:17.4::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Erinyes,C[981 Ashmadai_Erinyes],Electric Shot,Pn.Atk1ys1,Physical,,293.501,329.227
17:09:28:22:54:17.6::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Survivor's Gift,Pn.3tizq11,HitPoints,,-24.5798,-24.4708
17:09:28:22:54:18.7::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Erinyes,C[981 Ashmadai_Erinyes],Electric Shot,Pn.Atk1ys1,Physical,Kill,288.883,324.047
17:09:28:22:54:18.7::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Electric Shot,Pn.Atk1ys1,Power,,-12.2196,0
17:09:28:22:54:23.4::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.3622,-18.2807
17:09:28:22:54:25.1::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Survivor's Gift,Pn.3tizq11,HitPoints,,-24.5798,-24.4708
17:09:28:22:54:26.1::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Survivor's Gift,Pn.3tizq11,HitPoints,,-24.5798,-24.4708
17:09:28:22:54:26.4::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.3622,-18.2807
17:09:28:22:54:27.2::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Survivor's Gift,Pn.3tizq11,HitPoints,,-24.5798,-24.4708
17:09:28:22:54:28.2::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Survivor's Gift,Pn.3tizq11,HitPoints,,-24.5798,-24.4708
17:09:28:22:54:29.2::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Survivor's Gift,Pn.3tizq11,HitPoints,,-24.5798,-24.4708
17:09:28:22:54:29.4::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.3622,-18.2807
17:09:28:22:54:32.4::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.3622,-18.2807
17:09:28:22:54:32.6::Harkken,P[511693318@23789296 Harkken@sshookman],Split the Sky,C[1145 Entity_Splitthesky],Branded Zealot,C[977 Ashmadai_Branded_Zealot_Basic],Split the Sky,Pn.Brlco6,Physical,,413.615,453.782
17:09:28:22:54:32.6::Harkken,P[511693318@23789296 Harkken@sshookman],Split the Sky,C[1145 Entity_Splitthesky],Hellfire Warlock,C[979 Ashmadai_Hellfire_Warlock],Split the Sky,Pn.Brlco6,Physical,Critical,705.489,747.749
17:09:28:22:54:33.2::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Hellfire Warlock,C[980 Ashmadai_Hellfire_Warlock],Constricting Arrow,Pn.Tsj6qq1,Physical,,682.72,723.616
17:09:28:22:54:33.3::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Constricting Arrow,Pn.Tsj6qq1,Power,,-36.0041,0
17:09:28:22:54:34.6::Harkken,P[511693318@23789296 Harkken@sshookman],Split the Sky,C[1145 Entity_Splitthesky],Hellfire Warlock,C[979 Ashmadai_Hellfire_Warlock],Split the Sky,Pn.Brlco6,Physical,Kill,425.479,450.966
17:09:28:22:54:34.6::Harkken,P[511693318@23789296 Harkken@sshookman],Graette,C[942 Pet_Waywardwizard],Branded Zealot,C[978 Ashmadai_Branded_Zealot_Basic],Chilling Cloud,Pn.Dvy0j41,Physical,Critical,442.668,505.097
17:09:28:22:54:34.6::Hellfire Warlock,C[980 Ashmadai_Hellfire_Warlock],,*,Harkken,P[511693318@23789296 Harkken@sshookman],Hellfire,Pn.1p0iy1,Physical,Dodge,53.7057,133.133
17:09:28:22:54:34.8::Harkken,P[511693318@23789296 Harkken@sshookman],Graette,C[942 Pet_Waywardwizard],Branded Zealot,C[977 Ashmadai_Branded_Zealot_Basic],Chilling Cloud,Pn.Dvy0j41,Physical,,284.227,324.311
17:09:28:22:54:34.9::Harkken,P[511693318@23789296 Harkken@sshookman],Graette,C[942 Pet_Waywardwizard],Hellfire Warlock,C[980 Ashmadai_Hellfire_Warlock],Chilling Cloud,Pn.Dvy0j41,Physical,Kill,297.715,327.735
17:09:28:22:54:34.9::Hellfire Warlock,C[979 Ashmadai_Hellfire_Warlock],,*,Harkken,P[511693318@23789296 Harkken@sshookman],Hellfire,Pn.1p0iy1,Physical,,109.885,136.384
17:09:28:22:54:35.0::Harkken,P[511693318@23789296 Harkken@sshookman],Graette,C[942 Pet_Waywardwizard],Hellfire Magus,C[976 Ashmadai_Cambion_Hellfire_Magus],Chilling Cloud,Pn.Dvy0j41,Physical,,340.767,380.15
17:09:28:22:54:35.0::Branded Zealot,C[978 Ashmadai_Branded_Zealot_Basic],,*,Graette,C[942 Pet_Waywardwizard],Branding Iron,Pn.R0wb0h1,Physical,,333.338,0
17:09:28:22:54:35.2::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Hellfire Magus,C[976 Ashmadai_Cambion_Hellfire_Magus],Aimed Shot,Pn.Oafrdx1,Physical,,1646.8,1767.93
17:09:28:22:54:35.2::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Aimed Shot,Pn.Oafrdx1,Power,,-28.8033,0
17:09:28:22:54:35.2::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Survivor's Gift,Pn.3tizq11,HitPoints,,-24.5798,-24.4708
17:09:28:22:54:35.3::Hellfire Magus,C[976 Ashmadai_Cambion_Hellfire_Magus],,*,Harkken,P[511693318@23789296 Harkken@sshookman],Hellfire,Pn.Jvrt9k,Physical,,224.7,279.641
17:09:28:22:54:35.6::Hellfire Warlock,C[980 Ashmadai_Hellfire_Warlock],,*,Harkken,P[511693318@23789296 Harkken@sshookman],Hellfire,Pn.1p0iy1,Physical,Dodge,6.66855,18.1821
17:09:28:22:54:35.9::Hellfire Warlock,C[979 Ashmadai_Hellfire_Warlock],,*,Harkken,P[511693318@23789296 Harkken@sshookman],Hellfire,Pn.1p0iy1,Physical,,13.3371,18.1821
17:09:28:22:54:36.3::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Survivor's Gift,Pn.3tizq11,HitPoints,,-24.5798,-24.4708
17:09:28:22:54:36.4::Hellfire Magus,C[976 Ashmadai_Cambion_Hellfire_Magus],,*,Harkken,P[511693318@23789296 Harkken@sshookman],Hellfire,Pn.Jvrt9k,Physical,,42.4362,57.852
17:09:28:22:54:36.5::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Electric Shot,Pn.Atk1ys1,Power,,-12.2196,0
17:09:28:22:54:36.6::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Hellfire Magus,C[976 Ashmadai_Cambion_Hellfire_Magus],Electric Shot,Pn.Atk1ys1,Physical,,324.705,348.589
17:09:28:22:54:36.6::Hellfire Warlock,C[980 Ashmadai_Hellfire_Warlock],,*,Harkken,P[511693318@23789296 Harkken@sshookman],Hellfire,Pn.1p0iy1,Physical,Dodge,6.66855,18.1821
17:09:28:22:54:36.7::Harkken,P[511693318@23789296 Harkken@sshookman],Graette,C[942 Pet_Waywardwizard],Branded Zealot,C[978 Ashmadai_Branded_Zealot_Basic],Slow,Pn.Qs3r9w1,Physical,,731.153,834.267
17:09:28:22:54:36.7::Harkken,P[511693318@23789296 Harkken@sshookman],Split the Sky,C[1145 Entity_Splitthesky],Branded Zealot,C[978 Ashmadai_Branded_Zealot_Basic],Split the Sky,Pn.Brlco6,Physical,Critical|Kill,807.352,885.756
17:09:28:22:54:36.9::Harkken,P[511693318@23789296 Harkken@sshookman],Graette,C[942 Pet_Waywardwizard],Branded Zealot,C[977 Ashmadai_Branded_Zealot_Basic],Slow,Pn.Qs3r9w1,Physical,Kill,813.555,928.29
17:09:28:22:54:36.9::Hellfire Warlock,C[979 Ashmadai_Hellfire_Warlock],,*,Harkken,P[511693318@23789296 Harkken@sshookman],Hellfire,Pn.1p0iy1,Physical,,13.3371,18.1821
17:09:28:22:54:37.3::Hellfire Magus,C[976 Ashmadai_Cambion_Hellfire_Magus],,*,Harkken,P[511693318@23789296 Harkken@sshookman],Hellfire,Pn.Jvrt9k,Physical,,42.374,57.852
17:09:28:22:54:37.3::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Survivor's Gift,Pn.3tizq11,HitPoints,,-24.5798,-24.4708
17:09:28:22:54:37.9::Harkken,P[511693318@23789296 Harkken@sshookman],Graette,C[942 Pet_Waywardwizard],Hellfire Magus,C[976 Ashmadai_Cambion_Hellfire_Magus],Chilling Cloud,Pn.Dvy0j41,Physical,,318.366,355.16
17:09:28:22:54:38.3::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Survivor's Gift,Pn.3tizq11,HitPoints,,-24.5798,-24.4708
17:09:28:22:54:38.6::Harkken,P[511693318@23789296 Harkken@sshookman],Split the Sky,C[1145 Entity_Splitthesky],Hellfire Magus,C[976 Ashmadai_Cambion_Hellfire_Magus],Split the Sky,Pn.Brlco6,Physical,Critical,719.333,772.244
17:09:28:22:54:39.0::Harkken,P[511693318@23789296 Harkken@sshookman],Split the Sky,C[1145 Entity_Splitthesky],Hellfire Magus,C[976 Ashmadai_Cambion_Hellfire_Magus],Split the Sky,Pn.Brlco6,SpeedRunning,Immune,0,0
17:09:28:22:54:39.3::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Hellfire Magus,C[976 Ashmadai_Cambion_Hellfire_Magus],Aimed Shot,Pn.Oafrdx1,Physical,,1692.98,1817.5
17:09:28:22:54:39.3::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Aimed Shot,Pn.Oafrdx1,Power,,-28.8033,0
17:09:28:22:54:39.3::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Survivor's Gift,Pn.3tizq11,HitPoints,,-24.5798,-24.4708
17:09:28:22:54:39.7::Hellfire Magus,C[976 Ashmadai_Cambion_Hellfire_Magus],Soulscorch,C[1151 Entity_Soulscorch],Graette,C[942 Pet_Waywardwizard],Soulscorch,Pn.7ee44x1,Physical,,229.189,1145.94
17:09:28:22:54:39.7::Hellfire Magus,C[976 Ashmadai_Cambion_Hellfire_Magus],Soulscorch,C[1151 Entity_Soulscorch],Graette,C[942 Pet_Waywardwizard],Soulscorch,Pn.7ee44x1,Physical,,11.1744,55.8718
17:09:28:22:54:39.8::Harkken,P[511693318@23789296 Harkken@sshookman],Graette,C[942 Pet_Waywardwizard],Soulscorch,C[1151 Entity_Soulscorch],Split the Sky,Pn.Lld1wp1,Physical,,358.719,0
17:09:28:22:54:39.8::Harkken,P[511693318@23789296 Harkken@sshookman],Graette,C[942 Pet_Waywardwizard],Soulscorch,C[1151 Entity_Soulscorch],Split the Sky,Pn.Lld1wp1,Physical,,386.568,0
17:09:28:22:54:39.8::Harkken,P[511693318@23789296 Harkken@sshookman],Graette,C[942 Pet_Waywardwizard],Soulscorch,C[1151 Entity_Soulscorch],Split the Sky,Pn.Lld1wp1,Physical,,367.751,0
17:09:28:22:54:39.8::Harkken,P[511693318@23789296 Harkken@sshookman],Graette,C[942 Pet_Waywardwizard],Soulscorch,C[1151 Entity_Soulscorch],Split the Sky,Pn.Lld1wp1,Physical,,391.044,0
17:09:28:22:54:39.8::Hellfire Magus,C[976 Ashmadai_Cambion_Hellfire_Magus],Soulscorch,C[1150 Entity_Soulscorch],Harkken,P[511693318@23789296 Harkken@sshookman],Soulscorch,Pn.7ee44x1,Physical,Dodge,403.18,1164.49
17:09:28:22:54:39.8::Hellfire Magus,C[976 Ashmadai_Cambion_Hellfire_Magus],Soulscorch,C[1150 Entity_Soulscorch],Harkken,P[511693318@23789296 Harkken@sshookman],Soulscorch,Pn.7ee44x1,Physical,Dodge,20.4147,55.7432
17:09:28:22:54:40.2::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Survivor's Gift,Pn.3tizq11,HitPoints,,-24.5798,-24.4708
17:09:28:22:54:40.2::Harkken,P[511693318@23789296 Harkken@sshookman],Graette,C[942 Pet_Waywardwizard],Hellfire Magus,C[976 Ashmadai_Cambion_Hellfire_Magus],Chilling Cloud,Pn.Dvy0j41,Physical,,332.964,371.445
17:09:28:22:54:40.6::Harkken,P[511693318@23789296 Harkken@sshookman],Split the Sky,C[1145 Entity_Splitthesky],Hellfire Magus,C[976 Ashmadai_Cambion_Hellfire_Magus],Split the Sky,Pn.Brlco6,Physical,,449.939,483.035
17:09:28:22:54:40.6::,,,,Graette,C[942 Pet_Waywardwizard],falling,Autodesc.Combatevent.Falling,Physical,,256.325,0
17:09:28:22:54:40.6::Hellfire Magus,C[976 Ashmadai_Cambion_Hellfire_Magus],Soulscorch,C[1151 Entity_Soulscorch],Graette,C[942 Pet_Waywardwizard],Soulscorch,Pn.7ee44x1,Physical,,11.1744,55.8718
17:09:28:22:54:40.7::Hellfire Magus,C[976 Ashmadai_Cambion_Hellfire_Magus],Soulscorch,C[1150 Entity_Soulscorch],Harkken,P[511693318@23789296 Harkken@sshookman],Soulscorch,Pn.7ee44x1,Physical,Dodge,20.4147,55.7432
17:09:28:22:54:41.2::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Survivor's Gift,Pn.3tizq11,HitPoints,,-24.5798,-24.4708
17:09:28:22:54:41.7::Hellfire Magus,C[976 Ashmadai_Cambion_Hellfire_Magus],Soulscorch,C[1151 Entity_Soulscorch],Graette,C[942 Pet_Waywardwizard],Soulscorch,Pn.7ee44x1,Physical,,11.1744,55.8718
