17:09:28:22:50:35.4::Imp,C[165045 Ashmadai_Imp_Basic],,*,Elakian Kelbalar,P[511711952@13560363 Elakian Kelbalar@lethalscorpion62],Melee Attack,Pn.Tit1py,Physical,,206.863,240.542
17:09:28:22:50:36.0::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Electric Shot,Pn.Atk1ys1,Power,,-12.2196,0
17:09:28:22:50:36.2::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Imp,C[165811 Ashmadai_Imp_Basic],Electric Shot,Pn.Atk1ys1,Physical,Critical,551.474,594.592
17:09:28:22:50:36.2::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Imp,C[165814 Ashmadai_Imp_Basic],Electric Shot,Pn.Atk1ys1,Physical,Kill,279.502,301.355
17:09:28:22:50:36.2::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Imp,C[165813 Ashmadai_Imp_Basic],Electric Shot,Pn.Atk1ys1,Physical,Critical|Kill,542.62,585.046
17:09:28:22:50:36.2::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Imp,C[165812 Ashmadai_Imp_Basic],Electric Shot,Pn.Atk1ys1,Physical,,297.065,320.291
17:09:28:22:50:36.9::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Electric Shot,Pn.6e618t1,Power,,-12.2196,0
17:09:28:22:50:37.0::Harkken,P[511693318@23789296 Harkken@sshookman],Split the Sky,C[166107 Entity_Splitthesky],Imp,C[165811 Ashmadai_Imp_Basic],Split the Sky,Pn.Brlco6,Physical,Kill,450.52,485.744
17:09:28:22:50:37.1::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Imp,C[165812 Ashmadai_Imp_Basic],Electric Shot,Pn.6e618t1,Physical,,277.855,299.58
17:09:28:22:50:37.5::Yvaine,P[511696067@23901703 Yvaine@jew#9398],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-20.5414,-20.5184
17:09:28:22:50:37.8::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Electric Shot,Pn.2zr0it1,Power,,-17.4565,0
17:09:28:22:50:38.1::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Imp,C[165812 Ashmadai_Imp_Basic],Electric Shot,Pn.2zr0it1,Physical,Kill,461.918,498.033
17:09:28:22:50:38.9::Imp,C[165546 Ashmadai_Imp_Basic],,*,Elakian Kelbalar,P[511711952@13560363 Elakian Kelbalar@lethalscorpion62],Melee Attack,Pn.Tit1py,Physical,Flank,115.498,320.842
17:09:28:22:50:40.5::Imp,C[165545 Ashmadai_Imp_Basic],,*,Elakian Kelbalar,P[511711952@13560363 Elakian Kelbalar@lethalscorpion62],Melee Attack,Pn.Tit1py,Physical,,244.659,284.492
17:09:28:22:50:40.5::Imp,C[165544 Ashmadai_Imp_Basic],,*,Elakian Kelbalar,P[511711952@13560363 Elakian Kelbalar@lethalscorpion62],Melee Attack,Pn.Tit1py,Physical,,228.342,265.519
17:09:28:22:50:40.5::Yvaine,P[511696067@23901703 Yvaine@jew#9398],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-20.5414,-20.5184
17:09:28:22:50:41.1::Imp,C[165562 Ashmadai_Imp_Basic],,*,Elakian Kelbalar,P[511711952@13560363 Elakian Kelbalar@lethalscorpion62],Melee Attack,Pn.Tit1py,Physical,,238.638,277.207
17:09:28:22:50:42.1::Imp,C[165564 Ashmadai_Imp_Basic],,*,Elakian Kelbalar,P[511711952@13560363 Elakian Kelbalar@lethalscorpion62],Melee Attack,Pn.Tit1py,Physical,,242.561,281.764
17:09:28:22:50:43.5::Yvaine,P[511696067@23901703 Yvaine@jew#9398],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-20.5414,-20.5184
17:09:28:22:50:46.5::Yvaine,P[511696067@23901703 Yvaine@jew#9398],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-20.5414,-20.5184
17:09:28:22:50:49.5::Yvaine,P[511696067@23901703 Yvaine@jew#9398],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-20.5414,-20.5184
17:09:28:22:50:51.4::Mika Woodsheart,P[511711625@25227859 Mika Woodsheart@kalameika#6109],,*,,*,Deft Strike,Pn.Dn30eg,Power,,-62.1304,0
17:09:28:22:50:51.4::Mika Woodsheart,P[511711625@25227859 Mika Woodsheart@kalameika#6109],,*,,*,Grim Pleasure,Pn.A2720r1,Stat_Power,ShowPowerDisplayName,7.91,0
17:09:28:22:50:52.3::Mika Woodsheart,P[511711625@25227859 Mika Woodsheart@kalameika#6109],,*,,*,Duelist's Flurry,Pn.Ejdc0m1,Power,,-2.42066,0
17:09:28:22:50:52.4::Hellfire Warlock,C[165977 Ashmadai_Hellfire_Warlock],,*,Mika Woodsheart,P[511711625@25227859 Mika Woodsheart@kalameika#6109],Melee Attack,Pn.Th754b,Physical,,72.1551,81.755
17:09:28:22:50:52.5::Branded Zealot,C[165979 Ashmadai_Branded_Zealot_Basic],,*,Mika Woodsheart,P[511711625@25227859 Mika Woodsheart@kalameika#6109],Branding Iron,Pn.R0wb0h1,Physical,Dodge,68.4163,310.075
17:09:28:22:50:52.5::Yvaine,P[511696067@23901703 Yvaine@jew#9398],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-20.5414,-20.5184
17:09:28:22:50:53.0::Hellfire Warlock,C[165976 Ashmadai_Hellfire_Warlock],,*,Mika Woodsheart,P[511711625@25227859 Mika Woodsheart@kalameika#6109],Melee Attack,Pn.Th754b,Physical,,72.9353,82.639
17:09:28:22:50:53.1::Mika Woodsheart,P[511711625@25227859 Mika Woodsheart@kalameika#6109],,*,,*,Sly Flourish,Pn.Pcrgk5,Power,,-4.19582,0
17:09:28:22:50:53.6::Mika Woodsheart,P[511711625@25227859 Mika Woodsheart@kalameika#6109],,*,,*,Sly Flourish,Pn.Lxcgu5,Power,,-4.84133,0
17:09:28:22:50:53.6::Mika Woodsheart,P[511711625@25227859 Mika Woodsheart@kalameika#6109],,*,,*,Survivor's Gift,Pn.3tizq11,HitPoints,,-20.2579,0
17:09:28:22:50:54.2::Mika Woodsheart,P[511711625@25227859 Mika Woodsheart@kalameika#6109],,*,,*,Duelist's Flurry,Pn.Ejdc0m1,Power,,-2.42066,0
17:09:28:22:50:54.7::Mika Woodsheart,P[511711625@25227859 Mika Woodsheart@kalameika#6109],,*,,*,Survivor's Gift,Pn.3tizq11,HitPoints,,-20.2579,0
17:09:28:22:50:54.9::Mika Woodsheart,P[511711625@25227859 Mika Woodsheart@kalameika#6109],,*,,*,Sly Flourish,Pn.Pcrgk5,Power,,-4.19582,0
17:09:28:22:50:55.5::Yvaine,P[511696067@23901703 Yvaine@jew#9398],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-20.5414,-20.5184
17:09:28:22:50:58.5::Yvaine,P[511696067@23901703 Yvaine@jew#9398],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-20.5414,-20.5184
17:09:28:22:51:01.6::Yvaine,P[511696067@23901703 Yvaine@jew#9398],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-20.5414,-20.5184
17:09:28:22:51:04.5::Yvaine,P[511696067@23901703 Yvaine@jew#9398],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-20.5414,-20.5184
17:09:28:22:51:07.5::Yvaine,P[511696067@23901703 Yvaine@jew#9398],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-20.5414,-20.5184
17:09:28:22:51:09.4::Hellfire Warlock,C[165692 Ashmadai_Hellfire_Warlock],,*,Chloe,C[165448 Pet_Dog],Melee Attack,Pn.Th754b,Physical,,89.1399,0
17:09:28:22:51:10.0::Hellfire Warlock,C[165693 Ashmadai_Hellfire_Warlock],,*,Kitten,P[511708107@25312091 Kitten@rackellagadder#3658],Hellfire,Pn.1p0iy1,Physical,,80.6401,134.165
17:09:28:22:51:10.9::Hellfire Warlock,C[165693 Ashmadai_Hellfire_Warlock],,*,Kitten,P[511708107@25312091 Kitten@rackellagadder#3658],Hellfire,Pn.1p0iy1,Physical,,9.65561,18.1821
17:09:28:22:51:11.9::Hellfire Warlock,C[165693 Ashmadai_Hellfire_Warlock],,*,Kitten,P[511708107@25312091 Kitten@rackellagadder#3658],Hellfire,Pn.1p0iy1,Physical,,9.65561,18.1821
17:09:28:22:51:13.4::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Branded Zealot,C[165204 Ashmadai_Branded_Zealot_Basic],Constricting Arrow,Pn.Tsj6qq1,Physical,,743.76,815.988
17:09:28:22:51:13.5::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Constricting Arrow,Pn.Tsj6qq1,Power,,-36.0041,0
17:09:28:22:51:14.3::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Electric Shot,Pn.Atk1ys1,Power,,-12.2196,0
17:09:28:22:51:14.4::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Branded Zealot,C[165205 Ashmadai_Branded_Zealot_Basic],Electric Shot,Pn.Atk1ys1,Physical,,301.381,330.649
17:09:28:22:51:14.4::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Branded Zealot,C[165204 Ashmadai_Branded_Zealot_Basic],Electric Shot,Pn.Atk1ys1,Physical,Critical,517.637,567.906
17:09:28:22:51:14.4::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Branded Zealot,C[165203 Ashmadai_Branded_Zealot_Basic],Electric Shot,Pn.Atk1ys1,Physical,,304.808,334.408
17:09:28:22:51:14.4::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Branded Zealot,C[165206 Ashmadai_Branded_Zealot_Basic],Electric Shot,Pn.Atk1ys1,Physical,,281.853,309.225
17:09:28:22:51:15.2::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Electric Shot,Pn.6e618t1,Power,,-12.2196,0
17:09:28:22:51:15.3::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Branded Zealot,C[165205 Ashmadai_Branded_Zealot_Basic],Electric Shot,Pn.6e618t1,Physical,,282.628,310.075
17:09:28:22:51:15.3::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Branded Zealot,C[165204 Ashmadai_Branded_Zealot_Basic],Electric Shot,Pn.6e618t1,Physical,Kill,296.086,324.84
17:09:28:22:51:15.3::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Branded Zealot,C[165203 Ashmadai_Branded_Zealot_Basic],Electric Shot,Pn.6e618t1,Physical,,310.209,340.334
17:09:28:22:51:15.3::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Branded Zealot,C[165206 Ashmadai_Branded_Zealot_Basic],Electric Shot,Pn.6e618t1,Physical,,297.471,326.36
17:09:28:22:51:15.5::Kitten,P[511708107@25312091 Kitten@rackellagadder#3658],Chloe,C[165448 Pet_Dog],,*,Regeneration,Pn.Rp77xv,HitPoints,,-305.105,0
17:09:28:22:51:15.9::Harkken,P[511693318@23789296 Harkken@sshookman],Graette,C[165900 Pet_Waywardwizard],Branded Zealot,C[165206 Ashmadai_Branded_Zealot_Basic],Chilling Cloud,Pn.Dvy0j41,Physical,,325.19,371.051
17:09:28:22:51:16.0::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Electric Shot,Pn.2zr0it1,Power,,-17.4565,0
17:09:28:22:51:16.1::Harkken,P[511693318@23789296 Harkken@sshookman],Graette,C[165900 Pet_Waywardwizard],Branded Zealot,C[165205 Ashmadai_Branded_Zealot_Basic],Chilling Cloud,Pn.Dvy0j41,Physical,,285.006,325.2
17:09:28:22:51:16.2::Kitten,P[511708107@25312091 Kitten@rackellagadder#3658],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-225.088,-220.468
17:09:28:22:51:16.2::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Branded Zealot,C[165206 Ashmadai_Branded_Zealot_Basic],Electric Shot,Pn.2zr0it1,Physical,Critical|Kill,812.793,891.725
17:09:28:22:51:16.4::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Branded Zealot,C[165205 Ashmadai_Branded_Zealot_Basic],Electric Shot,Pn.2zr0it1,Physical,Critical|Kill,710.354,779.338
17:09:28:22:51:17.2::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Branded Zealot,C[165203 Ashmadai_Branded_Zealot_Basic],Electric Shot,Pn.Atk1ys1,Physical,,274.145,300.768
17:09:28:22:51:17.3::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Electric Shot,Pn.Atk1ys1,Power,,-12.2196,0
17:09:28:22:51:17.4::Branded Zealot,C[165203 Ashmadai_Branded_Zealot_Basic],,*,Harkken,P[511693318@23789296 Harkken@sshookman],Branding Iron,Pn.R0wb0h1,Physical,,267.847,333.338
17:09:28:22:51:18.1::Harkken,P[511693318@23789296 Harkken@sshookman],Graette,C[165900 Pet_Waywardwizard],Branded Zealot,C[165203 Ashmadai_Branded_Zealot_Basic],Chilling Cloud,Pn.Dvy0j41,Physical,,289.72,330.579
17:09:28:22:51:18.4::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Branded Zealot,C[165203 Ashmadai_Branded_Zealot_Basic],Electric Shot,Pn.6e618t1,Physical,Kill,271.291,297.637
17:09:28:22:51:18.4::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Electric Shot,Pn.6e618t1,Power,,-12.2196,0
17:09:28:22:51:19.2::Kitten,P[511708107@25312091 Kitten@rackellagadder#3658],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-225.088,-220.468
17:09:28:22:51:21.8::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.3622,-18.2807
17:09:28:22:51:22.2::Kitten,P[511708107@25312091 Kitten@rackellagadder#3658],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-225.088,-220.468
17:09:28:22:51:24.7::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.3622,-18.2807
17:09:28:22:51:25.3::Kitten,P[511708107@25312091 Kitten@rackellagadder#3658],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-225.088,-220.468
17:09:28:22:51:27.7::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.3622,-18.2807
17:09:28:22:51:28.2::Kitten,P[511708107@25312091 Kitten@rackellagadder#3658],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-225.088,-220.468
17:09:28:22:51:30.8::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.3622,-18.2807
17:09:28:22:51:31.3::Kitten,P[511708107@25312091 Kitten@rackellagadder#3658],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-225.088,-220.468
17:09:28:22:51:33.8::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.3622,-18.2807
17:09:28:22:51:34.3::Kitten,P[511708107@25312091 Kitten@rackellagadder#3658],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-225.088,-220.468
17:09:28:22:51:36.9::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.3622,-18.2807
17:09:28:22:51:37.2::Kitten,P[511708107@25312091 Kitten@rackellagadder#3658],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-225.088,-220.468
17:09:28:22:51:39.7::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.3622,-18.2807
17:09:28:22:51:40.3::Kitten,P[511708107@25312091 Kitten@rackellagadder#3658],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-225.088,-220.468
17:09:28:22:51:42.7::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.3622,-18.2807
17:09:28:22:51:45.7::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.3622,-18.2807
17:09:28:22:51:47.0::Kitten,P[511708107@25312091 Kitten@rackellagadder#3658],,*,,*,Cloud of Steel,Pn.Rzidsj1,Power,,-5.5752,0
17:09:28:22:51:47.0::Kitten,P[511708107@25312091 Kitten@rackellagadder#3658],,*,,*,Grim Pleasure,Pn.A2720r1,Stat_Power,ShowPowerDisplayName,24.25,0
17:09:28:22:51:47.3::Erinyes,C[163104 Ashmadai_Erinyes],,*,Kitten,P[511708107@25312091 Kitten@rackellagadder#3658],Devestating Opportunist,Pn.2yodmk1,Physical,Dodge,51.6435,343.688
17:09:28:22:51:47.4::Kitten,P[511708107@25312091 Kitten@rackellagadder#3658],,*,,*,Cloud of Steel,Pn.Rzidsj1,Power,,-5.5752,0
17:09:28:22:51:47.9::Kitten,P[511708107@25312091 Kitten@rackellagadder#3658],,*,,*,Cloud of Steel,Pn.Rzidsj1,Power,,-5.5752,0
17:09:28:22:51:48.5::Kitten,P[511708107@25312091 Kitten@rackellagadder#3658],,*,,*,Sly Flourish,Pn.Pcrgk5,Power,,-4.83184,0
17:09:28:22:51:48.8::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.3622,-18.2807
17:09:28:22:51:48.8::Kitten,P[511708107@25312091 Kitten@rackellagadder#3658],,*,,*,Dazing Strike,Pn.Wz1iu5,Power,,-46.46,0
17:09:28:22:51:48.8::Kitten,P[511708107@25312091 Kitten@rackellagadder#3658],,*,,*,Dazing Strike,Pn.Wz1iu5,Power,,-46.46,0
17:09:28:22:51:48.8::Legion Devil,C[163106 Ashmadai_Legion_Devil_Hellguard],,*,Kitten,P[511708107@25312091 Kitten@rackellagadder#3658],Melee Attack,Pn.Ywup5v1,Physical,,315.405,524.756
17:09:28:22:51:48.8::Legion Devil,C[163105 Ashmadai_Legion_Devil_Hellguard],,*,Kitten,P[511708107@25312091 Kitten@rackellagadder#3658],Melee Attack,Pn.Ywup5v1,Physical,Dodge,78.3084,521.143
17:09:28:22:51:49.0::Legion Devil,C[163106 Ashmadai_Legion_Devil_Hellguard],,*,Chloe,C[165448 Pet_Dog],Melee Attack,Pn.Ywup5v1,Physical,,542.201,0
17:09:28:22:51:49.0::Legion Devil,C[163105 Ashmadai_Legion_Devil_Hellguard],,*,Chloe,C[165448 Pet_Dog],Melee Attack,Pn.Ywup5v1,Physical,,512.388,0
17:09:28:22:51:50.1::Kitten,P[511708107@25312091 Kitten@rackellagadder#3658],,*,,*,Lashing Blade,Pn.Gji3ar1,Power,,-92.92,0
17:09:28:22:51:50.5::Legion Devil,C[163105 Ashmadai_Legion_Devil_Hellguard],,*,Kitten,P[511708107@25312091 Kitten@rackellagadder#3658],Melee Attack,Pn.Kx18x01,Physical,Dodge|Flank,42.08,280.043
17:09:28:22:51:51.1::Kitten,P[511708107@25312091 Kitten@rackellagadder#3658],,*,,*,Sly Flourish,Pn.Pcrgk5,Power,,-4.83184,0
17:09:28:22:51:51.7::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Health Regen,Pn.M5jspv1,HitPoints,,-18.3622,-18.2807
17:09:28:22:51:52.2::Kitten,P[511708107@25312091 Kitten@rackellagadder#3658],,*,,*,Sly Flourish,Pn.Hiyf46,Power,,-6.13272,0
17:09:28:22:51:52.5::Kitten,P[511708107@25312091 Kitten@rackellagadder#3658],,*,,*,Grim Pleasure,Pn.A2720r1,Stat_Power,ShowPowerDisplayName,24.25,0
17:09:28:22:51:52.5::Kitten,P[511708107@25312091 Kitten@rackellagadder#3658],,*,,*,Sly Flourish,Pn.D3kfe6,Power,,-9.292,0
17:09:28:22:51:53.2::Kitten,P[511708107@25312091 Kitten@rackellagadder#3658],,*,,*,Sly Flourish,Pn.Pcrgk5,Power,,-4.83184,0
17:09:28:22:51:53.3::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Legion Devil,C[165981 Ashmadai_Legion_Devil_Hellguard],Constricting Arrow,Pn.Tsj6qq1,Physical,,707.73,778.166
17:09:28:22:51:53.4::Harkken,P[511693318@23789296 Harkken@sshookman],Split the Sky,C[166379 Entity_Splitthesky],Imp,C[165982 Ashmadai_Imp_Basic],Split the Sky,Pn.Brlco6,Physical,,452.651,488.042
17:09:28:22:51:53.4::Harkken,P[511693318@23789296 Harkken@sshookman],Split the Sky,C[166379 Entity_Splitthesky],Imp,C[165983 Ashmadai_Imp_Basic],Split the Sky,Pn.Brlco6,Physical,,435.642,469.703
17:09:28:22:51:53.4::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Constricting Arrow,Pn.Tsj6qq1,Power,,-36.0041,0
17:09:28:22:51:53.7::Kitten,P[511708107@25312091 Kitten@rackellagadder#3658],,*,,*,Sly Flourish,Pn.Lxcgu5,Power,,-5.5752,0
17:09:28:22:51:53.7::Kitten,P[511708107@25312091 Kitten@rackellagadder#3658],,*,,*,Life Steal,Pn.S6b30w1,HitPoints,,-767.945,-752.183
17:09:28:22:51:54.0::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Electric Shot,Pn.Atk1ys1,Power,,-12.2196,0
