17:10:04:22:24:01.0::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Target Dummy,C[278516 Entity_Targetdummy],Electric Shot,Pn.Atk1ys1,Physical,Critical,888.298,0
17:10:04:22:24:01.0::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Target Dummy,C[278516 Entity_Targetdummy],Longshot,Pn.6hn0so1,Physical,,191.759,0
17:10:04:22:24:01.1::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Electric Shot,Pn.Atk1ys1,Power,,-11.9821,0
17:10:04:22:24:01.5::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Target Dummy,C[278516 Entity_Targetdummy],Electric Shot,Pn.6e618t1,Physical,,557.848,0
17:10:04:22:24:01.8::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Electric Shot,Pn.6e618t1,Power,,-11.9821,0
17:10:04:22:24:02.4::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Electric Shot,Pn.2zr0it1,Power,,-17.1173,0
17:10:04:22:24:02.4::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Target Dummy,C[278516 Entity_Targetdummy],Electric Shot,Pn.2zr0it1,Physical,,828.72,0
17:10:04:22:24:03.7::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Electric Shot,Pn.Atk1ys1,Power,,-11.9821,0
17:10:04:22:24:03.7::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Target Dummy,C[278516 Entity_Targetdummy],Electric Shot,Pn.Atk1ys1,Physical,Critical,856.253,0
17:10:04:22:24:03.7::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Target Dummy,C[278516 Entity_Targetdummy],Longshot,Pn.6hn0so1,Physical,,207.862,0
17:10:04:22:24:04.5::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Target Dummy,C[278516 Entity_Targetdummy],Electric Shot,Pn.6e618t1,Physical,,483.579,0
17:10:04:22:24:04.7::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Electric Shot,Pn.6e618t1,Power,,-11.9821,0
17:10:04:22:24:05.3::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Target Dummy,C[278516 Entity_Targetdummy],Electric Shot,Pn.2zr0it1,Physical,,809.072,0
17:10:04:22:24:05.4::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Electric Shot,Pn.2zr0it1,Power,,-17.1173,0
17:10:04:22:24:06.6::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Target Dummy,C[278516 Entity_Targetdummy],Electric Shot,Pn.Atk1ys1,Physical,Critical,914.634,0
17:10:04:22:24:06.6::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Target Dummy,C[278516 Entity_Targetdummy],Longshot,Pn.6hn0so1,Physical,,198.307,0
17:10:04:22:24:06.7::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Electric Shot,Pn.Atk1ys1,Power,,-11.9821,0
17:10:04:22:24:07.4::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Target Dummy,C[278516 Entity_Targetdummy],Electric Shot,Pn.6e618t1,Physical,,552.472,0
17:10:04:22:24:07.5::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Electric Shot,Pn.6e618t1,Power,,-11.9821,0
17:10:04:22:24:08.6::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Target Dummy,C[278516 Entity_Targetdummy],Electric Shot,Pn.2zr0it1,Physical,,811.956,0
17:10:04:22:24:08.7::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Electric Shot,Pn.2zr0it1,Power,,-17.1173,0
17:10:04:22:24:09.5::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Electric Shot,Pn.Atk1ys1,Power,,-11.9821,0
17:10:04:22:24:09.5::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Target Dummy,C[278516 Entity_Targetdummy],Electric Shot,Pn.Atk1ys1,Physical,,509.293,0
17:10:04:22:24:10.5::,,,,Edgar Soldshort,P[511744898@25109815 Edgar Soldshort@hekto#1782],Town,Pn.60x6zt,HitPoints,,-85.5142,0
17:10:04:22:24:10.5::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Electric Shot,Pn.6e618t1,Power,,-11.9821,0
17:10:04:22:24:10.5::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Target Dummy,C[278516 Entity_Targetdummy],Electric Shot,Pn.6e618t1,Physical,,509.496,0
17:10:04:22:24:11.3::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Electric Shot,Pn.2zr0it1,Power,,-17.1173,0
17:10:04:22:24:11.3::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Target Dummy,C[278516 Entity_Targetdummy],Electric Shot,Pn.2zr0it1,Physical,,771.584,0
17:10:04:22:24:12.5::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Electric Shot,Pn.Atk1ys1,Power,,-11.9821,0
17:10:04:22:24:12.5::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Target Dummy,C[278516 Entity_Targetdummy],Electric Shot,Pn.Atk1ys1,Physical,,485.588,0
17:10:04:22:24:13.3::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Target Dummy,C[278516 Entity_Targetdummy],Electric Shot,Pn.6e618t1,Physical,,555.896,0
17:10:04:22:24:13.4::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Electric Shot,Pn.6e618t1,Power,,-11.9821,0
17:10:04:22:24:14.2::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Target Dummy,C[278516 Entity_Targetdummy],Electric Shot,Pn.2zr0it1,Physical,,814.611,0
17:10:04:22:24:14.3::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Electric Shot,Pn.2zr0it1,Power,,-17.1173,0
17:10:04:22:24:15.5::Harkken,P[511693318@23789296 Harkken@sshookman],,*,Target Dummy,C[278516 Entity_Targetdummy],Electric Shot,Pn.Atk1ys1,Physical,,500.277,0
17:10:04:22:24:15.6::Harkken,P[511693318@23789296 Harkken@sshookman],,*,,*,Electric Shot,Pn.Atk1ys1,Power,,-11.9821,0
